,cities,iter,epoch,cost,model_name
0,,50,,7,6.5915274507869475,MultilayerTransformerBlockModel
0,,50,,7,7.193359393283457,MultilayerTransformerBlockModel
0,,50,,7,6.7310159865992825,MultilayerTransformerBlockModel
0,,50,,7,6.035121844151825,MultilayerTransformerBlockModel
0,,50,,7,6.492400483777338,MultilayerTransformerBlockModel
0,,50,,7,6.598366358216364,MultilayerTransformerBlockModel
0,,50,,7,6.775246079449844,MultilayerTransformerBlockModel
0,,50,,7,7.090968424972444,MultilayerTransformerBlockModel
0,,50,,8,6.4374574982734885,MultilayerTransformerBlockModel
0,,50,,8,6.016525485410468,MultilayerTransformerBlockModel
0,,50,,8,7.167474753316045,MultilayerTransformerBlockModel
0,,50,,8,6.890144077457875,MultilayerTransformerBlockModel
0,,50,,8,6.5526891437922865,MultilayerTransformerBlockModel
0,,50,,8,6.737556486468872,MultilayerTransformerBlockModel
0,,50,,8,6.858810901910334,MultilayerTransformerBlockModel
0,,50,,8,6.854190780993509,MultilayerTransformerBlockModel
0,,50,,8,6.910450923486026,MultilayerTransformerBlockModel
0,,50,,8,6.786630060397728,MultilayerTransformerBlockModel
0,,50,,8,6.276718797997831,MultilayerTransformerBlockModel
0,,50,,8,6.579402374079482,MultilayerTransformerBlockModel
0,,50,,8,7.120620539859448,MultilayerTransformerBlockModel
0,,50,,8,7.163947061154502,MultilayerTransformerBlockModel
0,,50,,8,5.67188961833202,MultilayerTransformerBlockModel
0,,50,,8,6.179794715971846,MultilayerTransformerBlockModel
0,,50,,8,7.142506973119666,MultilayerTransformerBlockModel
0,,50,,8,6.176961489706269,MultilayerTransformerBlockModel
0,,50,,8,6.59288980748488,MultilayerTransformerBlockModel
0,,50,,8,6.270355776739083,MultilayerTransformerBlockModel
0,,50,,8,6.311494625073387,MultilayerTransformerBlockModel
0,,50,,8,6.122151581647955,MultilayerTransformerBlockModel
0,,50,,8,7.248788787081468,MultilayerTransformerBlockModel
0,,50,,8,6.543855635852508,MultilayerTransformerBlockModel
0,,50,,8,5.788748230966054,MultilayerTransformerBlockModel
0,,50,,8,5.631814775536007,MultilayerTransformerBlockModel
0,,50,,8,6.507557584525829,MultilayerTransformerBlockModel
0,,50,,8,5.9772749915572305,MultilayerTransformerBlockModel
0,,50,,8,6.434857520462482,MultilayerTransformerBlockModel
0,,50,,8,6.764977796757069,MultilayerTransformerBlockModel
0,,50,,8,6.1933396991251275,MultilayerTransformerBlockModel
0,,50,,8,7.064041359838918,MultilayerTransformerBlockModel
0,,50,,8,7.471859068876471,MultilayerTransformerBlockModel
0,,50,,8,6.637250429875009,MultilayerTransformerBlockModel
0,,50,,8,6.226376260603392,MultilayerTransformerBlockModel
0,,50,,8,6.213504754411166,MultilayerTransformerBlockModel
0,,50,,8,6.316833858571865,MultilayerTransformerBlockModel
0,,50,,8,7.829245632432622,MultilayerTransformerBlockModel
0,,50,,8,7.629118877078552,MultilayerTransformerBlockModel
